run_id,t,phi_mean,phi_var,phi_ar1,phi_trend,phi_skew,pi_mean,pi_var,time_to_collapse,near_transition
0,2.909999999999982,0.5559999999999999,0.10611733333333334,0.995730428673391,0.036342602892102345,-0.5315102113974999,0.054220288276077167,0.0009948257910056548,0.6999999999999851,1
0,3.00999999999998,0.5873333333333334,0.09974622222222222,0.9958514060371301,0.03498553948832036,-0.6431001401814962,0.05744418071205133,0.0009358623178243799,0.5999999999999872,1
0,3.1099999999999777,0.6186666666666667,0.09141155555555551,0.9961528436812791,0.03321023359288098,-0.7485735159382292,0.060608227065804446,0.0008732574603927908,0.49999999999998934,1
0,3.2099999999999755,0.6500000000000001,0.0811133333333333,0.9962327225755221,0.0310166852057842,-0.8342944856272584,0.06371409917719496,0.0008071552592389877,0.3999999999999915,1
0,3.3099999999999734,0.6806666666666669,0.06974622222222222,0.9963171885472535,0.028542825361512793,-0.8918004292916024,0.0667453947034293,0.0007397970472481707,0.2999999999999936,1
0,3.4099999999999717,0.7073333333333335,0.061532888888888894,0.9971141478847892,0.026487208008898776,-1.0135189577836607,0.06966971549105318,0.0006752573222544402,0.1999999999999953,1
0,3.509999999999969,0.7340000000000002,0.051897333333333344,0.9970605048755682,0.024075639599555058,-1.1003682408723272,0.07254102059356836,0.0006079512370769295,0.09999999999999787,1
1,2.909999999999982,0.42533333333333334,0.0905048888888889,0.9957317343411735,0.03407341490545051,-0.1874932347784341,0.03422444845157925,0.0005294517098430025,2.599999999999945,1
1,3.00999999999998,0.45200000000000007,0.08844266666666667,0.9957365831630005,0.03355728587319244,-0.3052841338751797,0.03700107472019223,0.0005076873092509757,2.499999999999947,1
1,3.1099999999999777,0.47933333333333344,0.08539955555555555,0.9958524687154924,0.03281423804226919,-0.41814626295169455,0.039673058306311855,0.0004826341341711583,2.3999999999999493,1
1,3.2099999999999755,0.5066666666666667,0.08086222222222224,0.995935813421996,0.031706340378198,-0.5299796136206731,0.042293103037239724,0.0004581270366284343,2.2999999999999514,1
1,3.3099999999999734,0.5340000000000001,0.07483066666666667,0.9957310853575284,0.03023359288097887,-0.6362712409119481,0.04486274835259612,0.0004340905510371013,2.1999999999999535,1
1,3.4099999999999717,0.5613333333333334,0.06839822222222222,0.9953369574645322,0.028662958843159066,-0.7367878114664607,0.04742669079651109,0.0004201709377384271,2.0999999999999552,1
1,3.509999999999969,0.5873333333333334,0.06193288888888889,0.9948303886392861,0.027003337041156844,-0.8501265279637247,0.04987780280424557,0.0004114519820404441,1.9999999999999578,1
1,3.609999999999967,0.6126666666666666,0.05585288888888889,0.9951941338220769,0.025401557285873195,-0.9708964831657485,0.0522123788496431,0.0004013534851074961,1.89999999999996,1
1,3.709999999999965,0.6386666666666667,0.048798222222222215,0.9945932194490114,0.02359065628476084,-1.0613996161984707,0.054671120728380894,0.00040270433118218447,1.799999999999962,1
1,3.8099999999999623,0.6633333333333333,0.04184222222222222,0.9939010327927796,0.021708565072302552,-1.1533276881355983,0.05712902088861251,0.00040009300981908805,1.6999999999999647,1
1,3.9099999999999606,0.6873333333333332,0.035346222222222216,0.9955686559562039,0.019902113459399327,-1.224397659897309,0.05936216220898912,0.00039258386383560017,1.5999999999999663,1
1,4.009999999999959,0.711333333333333,0.02769822222222222,0.9943404400236775,0.01777530589543937,-1.1560041899944984,0.06155935692287594,0.0003852064485431534,1.499999999999968,1
1,4.109999999999957,0.7333333333333332,0.021875555555555554,0.9936026323896506,0.016008898776418236,-1.0241760970333134,0.06372942366855007,0.00038220342538216744,1.3999999999999702,1
1,4.209999999999955,0.7519999999999999,0.018042666666666665,0.9923663685177372,0.014638487208008892,-0.9611498487154772,0.06592740834503096,0.0003747009373508688,1.2999999999999723,1
1,4.3099999999999525,0.7686666666666666,0.015031555555555551,0.9908505941826807,0.013432703003337038,-0.9086253618482911,0.06800794974862147,0.0003725058014363718,1.1999999999999744,1
1,4.40999999999995,0.7840000000000001,0.012383999999999997,0.9920439678033369,0.012280311457174625,-0.8156501194314043,0.0700817224550192,0.0003684536904200382,1.0999999999999766,1
1,4.509999999999948,0.796666666666667,0.01085555555555556,0.9909964798224293,0.011474972191323686,-0.8508469251098711,0.0721504646004536,0.00036234473934629443,0.9999999999999787,1
1,4.609999999999946,0.8093333333333336,0.009512888888888887,0.9909783072748684,0.010767519466073409,-0.8368051917723849,0.07416510942109704,0.00034993656406602194,0.8999999999999808,1
1,4.709999999999944,0.8220000000000004,0.007849333333333331,0.9892036706116134,0.009890989988876515,-0.6760568469101051,0.07614962636989296,0.0003375769926933845,0.799999999999983,1
1,4.809999999999942,0.8333333333333336,0.006542222222222222,0.9875744687718857,0.00912124582869854,-0.4991291118544497,0.07811213015022078,0.0003247279804186945,0.6999999999999851,1
1,4.90999999999994,0.8433333333333337,0.005575555555555554,0.986763352712295,0.008476084538375967,-0.3483171048677019,0.08012638075656371,0.000306263966373138,0.5999999999999872,1
1,5.009999999999938,0.8520000000000002,0.004922666666666666,0.9875721421381409,0.007973303670745252,-0.27737991033639703,0.08201813283466343,0.0002938835713328205,0.49999999999998934,1
1,5.109999999999936,0.8593333333333336,0.004546222222222221,0.9870992513275529,0.007630700778642915,-0.31607513277857247,0.08385621538247837,0.0002831013913900538,0.3999999999999906,1
1,5.209999999999933,0.8666666666666669,0.0040622222222222205,0.9894056482581148,0.007190211345939912,-0.3013854694376234,0.08566655041629294,0.00027235197151216823,0.2999999999999936,1
1,5.309999999999931,0.8726666666666669,0.0038262222222222196,0.9890613537388998,0.006927697441601753,-0.3986304343202251,0.08760036074496831,0.0002516701327423414,0.19999999999999574,1
1,5.409999999999929,0.8786666666666669,0.0035182222222222208,0.9886309699257585,0.006585094549499424,-0.4808598211210491,0.08950314332133101,0.00023081375195378525,0.09999999999999787,1
2,2.909999999999982,0.4626666666666667,0.09236622222222221,0.9944531005869581,0.03442936596218021,-0.31721002829359174,0.04219151014758125,0.0008525222823413957,1.2999999999999727,1
2,3.00999999999998,0.494,0.091844,0.9945933581005008,0.03431813125695217,-0.3856779625736915,0.045372826991774286,0.0008264315508707422,1.1999999999999749,1
2,3.1099999999999777,0.5253333333333333,0.08935822222222223,0.9946193495605308,0.033788654060066745,-0.45925337658490284,0.04848582558888285,0.0007963131326520173,1.099999999999977,1
2,3.2099999999999755,0.5566666666666666,0.08490888888888887,0.9947050689176145,0.03284093437152392,-0.5300034224952767,0.0515321527792701,0.0007623950254315567,0.9999999999999791,1
2,3.3099999999999734,0.588,0.07849599999999998,0.9944762280696613,0.0314749721913237,-0.5858107410760635,0.05451338804912113,0.0007248968443792224,0.8999999999999813,1
2,3.4099999999999717,0.6186666666666667,0.07093155555555554,0.994278458949187,0.029828698553948832,-0.6257895351743614,0.05745043778444691,0.0006819930540893894,0.799999999999983,1
2,3.509999999999969,0.6486666666666668,0.06231155555555555,0.9939775041559088,0.027911012235817573,-0.6293330819956179,0.06031988904314048,0.0006363982143045999,0.6999999999999855,1
2,3.609999999999967,0.6753333333333335,0.05580488888888886,0.9936555312158004,0.026282536151279196,-0.6843764619309164,0.06314319794202723,0.0005862373831483382,0.5999999999999877,1
2,3.709999999999965,0.7013333333333336,0.04861155555555553,0.992847963401157,0.024436040044493876,-0.7070622237938908,0.06591706670952642,0.0005321113848710108,0.4999999999999898,1
2,3.8099999999999623,0.7260000000000003,0.04152400000000001,0.9925815701316996,0.022518353726362617,-0.7007151050290049,0.06858466332438876,0.0004801980605013407,0.39999999999999236,1
2,3.9099999999999606,0.7473333333333336,0.03654622222222222,0.9915560839971057,0.020961067853170187,-0.7649686445510402,0.07103636436172318,0.0004413167410666281,0.29999999999999405,1
2,4.009999999999959,0.7673333333333335,0.03185288888888889,0.9907280562017203,0.019394883203559497,-0.8341196152631608,0.07339384610959392,0.00040440499915257895,0.19999999999999574,1
2,4.109999999999957,0.786666666666667,0.02694222222222222,0.9898211812501037,0.017699666295884306,-0.8687048406995941,0.0756643775544428,0.00036909516362198115,0.09999999999999787,1
3,2.909999999999982,0.4966666666666667,0.09357555555555554,0.9968741082350744,0.03486985539488321,-0.3038846048417135,0.04446197117847195,0.0008753671216721279,1.2999999999999727,1
3,3.00999999999998,0.526,0.08939066666666665,0.9970034526386206,0.03391768631813126,-0.40154780995832656,0.0476655428276962,0.0008304332202727541,1.1999999999999749,1
3,3.1099999999999777,0.5559999999999999,0.08393066666666667,0.9973359170925415,0.03270300333704116,-0.4840747860675132,0.050817558150852295,0.000783672176014347,1.099999999999977,1
3,3.2099999999999755,0.5866666666666667,0.07710222222222222,0.9973140500415989,0.031216907675194663,-0.539221485484538,0.05388837267040024,0.0007327508171576507,0.9999999999999791,1
3,3.3099999999999734,0.6146666666666668,0.07146488888888888,0.9976948300430716,0.029873192436040048,-0.6293476511671321,0.056799785600707864,0.000690485987389353,0.8999999999999813,1
3,3.4099999999999717,0.6426666666666668,0.06425955555555556,0.9978322001481417,0.028155728587319236,-0.697765624778567,0.05965638554043721,0.0006463568956752118,0.799999999999983,1
3,3.509999999999969,0.6700000000000002,0.05626000000000001,0.9976443157721353,0.026202447163515014,-0.7409075912322275,0.06245379912462289,0.000601023197102117,0.6999999999999855,1
3,3.609999999999967,0.6946666666666669,0.04973155555555554,0.9973791336704566,0.02443604004449388,-0.8205038865707672,0.06514351537462304,0.000559572757882642,0.5999999999999877,1
3,3.709999999999965,0.7180000000000003,0.04336933333333333,0.9976118772988283,0.02261624026696329,-0.9028191336363793,0.06777260375098493,0.0005176967866126447,0.4999999999999898,1
3,3.8099999999999623,0.7406666666666671,0.036599555555555566,0.9971496496600001,0.020622914349276975,-0.9516970361462701,0.07032265235727236,0.00047735504469181015,0.39999999999999236,1
3,3.9099999999999606,0.7620000000000003,0.030995999999999992,0.9965245416910549,0.01886985539488319,-1.0043357284132075,0.07271907814961191,0.00043293496153647425,0.29999999999999405,1
3,4.009999999999959,0.7813333333333337,0.026291555555555558,0.9959782957110868,0.01724582869855393,-1.082663687010121,0.07505744850069303,0.00038929767477011157,0.19999999999999574,1
3,4.109999999999957,0.7993333333333336,0.021959555555555548,0.9952772566603895,0.01563959955506116,-1.1626469624484894,0.0773701593349517,0.0003436426018487242,0.09999999999999787,1
4,2.909999999999982,0.5440000000000002,0.10929066666666669,0.9938721365976023,0.0362714126807564,-0.6184659687992021,0.05216956645860512,0.0011438996556711602,1.6999999999999642,1
4,3.00999999999998,0.5733333333333335,0.10232888888888886,0.9937992796187336,0.03468743047830924,-0.7598592715300415,0.0556776116546918,0.0010877951504416118,1.5999999999999663,1
4,3.1099999999999777,0.6026666666666667,0.09364622222222226,0.9937932085286958,0.0327119021134594,-0.9055456376239573,0.05912437529754591,0.001025944888824531,1.4999999999999685,1
4,3.2099999999999755,0.6326666666666666,0.08358622222222224,0.993476511518333,0.030473859844271416,-1.046698038047701,0.06270542061503677,0.0009748187718148631,1.3999999999999706,1
4,3.3099999999999734,0.6626666666666666,0.07292622222222221,0.994034330434648,0.028102335928809792,-1.1845754499674654,0.0661244682587377,0.0009092400940304246,1.2999999999999727,1
4,3.4099999999999717,0.6926666666666667,0.06046622222222223,0.9936758736727761,0.025330367074527245,-1.289354318751525,0.06948830075606174,0.0008376215248819347,1.1999999999999744,1
4,3.509999999999969,0.7213333333333334,0.04802488888888889,0.9921475385329379,0.022433815350389314,-1.3532089932974531,0.0727702658946543,0.0007637045598421423,1.099999999999977,1
4,3.609999999999967,0.7473333333333335,0.03739955555555557,0.9905843584936376,0.019706340378197993,-1.4046575231886156,0.07597289721551508,0.0006877231044981125,0.9999999999999791,1
4,3.709999999999965,0.7693333333333335,0.029992888888888895,0.9906476526735919,0.01745939933259176,-1.5422917888450134,0.07892243709523553,0.0006303926429470483,0.8999999999999813,1
4,3.8099999999999623,0.7906666666666671,0.022312888888888893,0.9874409810007233,0.015056729699666292,-1.587550537078711,0.08181233580822095,0.0005705890827848616,0.7999999999999838,1
4,3.9099999999999606,0.8093333333333336,0.01633955555555555,0.9857842165144891,0.012921023359288087,-1.6188905384105963,0.08455677829646872,0.0005178302476149277,0.6999999999999855,1
4,4.009999999999959,0.826666666666667,0.010862222222222221,0.9819935576708032,0.010812013348164633,-1.3478274469893594,0.08720377817109437,0.0004675303611816237,0.5999999999999872,1
4,4.109999999999957,0.840666666666667,0.007959555555555557,0.9823395331077897,0.009428253615127911,-1.1506300153329032,0.09008511790219487,0.0004557407815855931,0.49999999999998934,1
4,4.209999999999955,0.8513333333333338,0.006551555555555558,0.9791209265556877,0.008547274749721901,-1.183299048666436,0.09299510165352785,0.00043117999797465524,0.3999999999999915,1
4,4.3099999999999525,0.860666666666667,0.0055062222222222205,0.9775022004956129,0.0077997775305895375,-1.273504637179462,0.0956352361254441,0.0004215868642659312,0.2999999999999936,1
4,4.40999999999995,0.8700000000000003,0.004286666666666666,0.9716027659885327,0.006927697441601765,-1.2341098909204764,0.09823705812355182,0.00040726391256891355,0.19999999999999574,1
4,4.509999999999948,0.8786666666666669,0.0031715555555555555,0.9695294389459602,0.006068965517241354,-1.013513073935899,0.10078994466180694,0.00038936912720270906,0.09999999999999787,1
